name,class,vertices,faces,bbox,type
D00587.obj,Cup,4052,8100,-0.665391 1.03476 -0.34733 0.602043 -0.479933 0.407467,triangles
D00638.obj,Cup,4052,8100,-0.54030746 0.960222 -0.39246544 0.5244249 -0.4639139 0.4539026,triangles
D00642.obj,Cup,4203,8099,-0.835482 0.97391 -0.301635 0.236074 -0.282773 0.255214,triangles
D00738.obj,Cup,4162,8100,-1.0234084 0.666301 -0.4666342 0.660126 -0.5225222 0.52068806,triangles
D00843.obj,Cup,4157,8099,-0.783894 0.745375 -0.329732 0.377492 -0.347978 0.35917,triangles
D00874.obj,Cup,4367,8100,-0.7571 0.784032 -0.688516 0.68702 -0.758328 0.615694,triangles
D00882.obj,Cup,4052,8100,-1.0525 0.604467 -0.37905 0.637049 -0.486175 0.474396,triangles
m494.obj,Cup,4052,8100,0.025 0.3425 0.025 0.3425 0.025 0.975,triangles
m495.obj,Cup,4201,8350,0.025 0.743052 0.025 0.975 0.025 0.741634,triangles
m496.obj,Cup,4052,8100,0.025 0.639734 0.025 0.975 0.025 0.61202,triangles
m497.obj,Cup,4217,8099,0.025 0.415029 0.025 0.415029 0.025 0.975,triangles
m498.obj,Cup,4130,8100,0.025 0.975 0.025 0.871244 0.025 0.975,triangles
m499.obj,Cup,3739,7341,0.025 0.727903 0.025 0.727903 0.025 0.975,triangles
m500.obj,Cup,3938,7872,0.025 0.95964 0.025 0.896862 0.025 0.975,triangles
m501.obj,Cup,3834,7454,0.025 0.677538 0.025 0.975 0.025 0.677538,triangles
m502.obj,Cup,4052,8100,0.025 0.675007 0.025 0.975 0.025 0.675007,triangles
m526.obj,Cup,4091,8099,0.025 0.975 0.025 0.658894 0.025 0.5,triangles
D00048.obj,DeskLamp,4189,6976,-1.12769 0.6057 -0.581116 0.666292 -0.630788 0.731294,triangles
D00090.obj,DeskLamp,4244,8099,-0.875 0.735197 -0.686618 0.781815 -0.296137 0.30965,triangles
D00147.obj,DeskLamp,4117,8100,-0.725228 0.962518 -0.407043 0.452214 -0.171117 0.183875,triangles
D00257.obj,DeskLamp,4075,8099,-0.955963 0.631241 -0.322302 0.399708 -0.306709 0.302267,triangles
D00268.obj,DeskLamp,4082,8100,-0.599151 0.974827 -0.187466 0.115978 -0.104204 0.109358996,triangles
D00330.obj,DeskLamp,4009,6193,-1.18276 0.505399 -0.353165 0.1809153 -0.191147 0.183029,triangles
D00378.obj,DeskLamp,4085,8100,-0.907867 0.946441 -0.256646 0.722841 -0.565493 0.379832,triangles
D00435.obj,DeskLamp,4064,8100,-1.03346 0.693677 -0.386675 0.507452 -0.35865 0.350955,triangles
D00455.obj,DeskLamp,4037,7985,-0.93453 0.666272 -0.359936 0.263151 -0.253472 0.24362,triangles
D00531.obj,DeskLamp,4077,8100,-1.15289 0.699147 -0.236515 0.296754 -0.186329 0.191789,triangles
D00547.obj,DeskLamp,4087,8099,-0.921965 0.7060659 -0.4122082 0.32912531 -0.565215 0.20961995,triangles
D00686.obj,DeskLamp,4103,8099,-0.929669 0.912698 -0.619726 0.859064 -0.299398 0.352642,triangles
D00693.obj,DeskLamp,4093,8100,-1.07987 0.780756 -0.23138 0.4341 -0.309121 0.273299,triangles
D00698.obj,DeskLamp,9823,16943,-0.887514 0.76426977 -0.490664 0.3607146 -0.27815 0.3526,triangles
D00715.obj,DeskLamp,4056,8100,-1.0124 0.780967 -0.42488 0.587314 -0.474136 0.464886,triangles
D00744.obj,DeskLamp,4130,7617,-0.7856161 1.1450747 -0.23552878 0.2928058 -0.26503885 0.1679145,triangles
D00759.obj,DeskLamp,4051,8052,-0.902994 0.949175 -0.7565823 0.698912 -0.499502 0.542295,triangles
D00776.obj,DeskLamp,4165,8099,-1.00827 0.69438 -0.378761 0.326064 -0.26802 0.196867,triangles
D00797.obj,DeskLamp,4177,8100,-0.773745 0.899578 -0.6846261 0.46471164 -0.35179 0.353095,triangles
D00912.obj,DeskLamp,4193,8100,-0.826668 1.01155 -0.803363 0.671597 -0.337562 0.314515,triangles
m603.obj,DeskLamp,4062,8100,0.025 0.583322 0.025 0.846549 0.025 0.975,triangles
m604.obj,DeskLamp,3727,7109,0.025 0.69906 0.025 0.975 0.025 0.156056,triangles
m605.obj,DeskLamp,4265,8100,0.0295625 0.49423993 0.025 0.975 0.025 0.836867,triangles
m606.obj,DeskLamp,4090,8100,0.025 0.838636 0.025 0.975 0.025 0.458987,triangles
m608.obj,DeskLamp,4149,8099,0.025 0.759984 0.025 0.90819 0.025 0.975,triangles
m609.obj,DeskLamp,4070,8095,0.025 0.212564 0.025 0.720676 0.025 0.975,triangles
m611.obj,DeskLamp,4195,8099,0.0312375 0.844015 0.025 0.97030526 0.025 0.458932,triangles
m613.obj,DeskLamp,4166,8100,0.025 0.975 0.025 0.934536 0.025 0.298021,triangles
m614.obj,DeskLamp,4044,8100,0.025 0.396062 0.025 0.975 0.025 0.919718,triangles
m615.obj,DeskLamp,4064,8099,0.025 0.863495 0.025 0.747334 0.025 0.975,triangles
m616.obj,DeskLamp,4106,8100,0.025000049 0.77318275 0.025 0.975 0.025 0.442888,triangles
D00118.obj,DeskPhone,4314,8100,-0.550861 0.897899 -0.727948 0.591752 -0.22007 0.218757,triangles
D00135.obj,DeskPhone,4200,7902,-0.847322 0.884304 -0.533093 0.765637 -0.210727 0.143761,triangles
D00154.obj,DeskPhone,4199,7608,-0.63313764 0.967455 -0.637106 0.42904997 -0.1316 0.10676637,triangles
D00220.obj,DeskPhone,3924,7780,-0.737965 0.748198 -0.674884 0.508508 -0.377125 0.498221,triangles
D00316.obj,DeskPhone,4197,8099,-0.628642 0.811874 -0.593525 0.701571 -0.286264 0.244973,triangles
D00318.obj,DeskPhone,4313,8494,-0.714041 0.810842 -0.660621 0.614137 -0.5206 0.270839,triangles
D00403.obj,DeskPhone,4149,8098,-1.1481084 0.54228824 -0.4665 0.5797409 -0.30087975 0.823005,triangles
D00486.obj,DeskPhone,4092,8100,-0.754318 0.968448 -0.637186 0.494299 -0.378441 0.291523,triangles
D00511.obj,DeskPhone,4192,8099,-0.8969862 0.7232366 -0.34984797 0.25962818 -0.11985083 0.2643592,triangles
D00556.obj,DeskPhone,4082,8100,-0.851434 0.837127 -0.497319 0.918088 -0.430833 0.255611,triangles
D00576.obj,DeskPhone,3745,7221,-0.755345 0.819921 -0.473597 0.47119984 -0.179611 0.19715624,triangles
D00680.obj,DeskPhone,4204,8100,-0.77804 0.777776 -0.498658 0.848873 -0.222143 0.191511,triangles
D00706.obj,DeskPhone,4341,7209,-0.77932894 0.76316947 -0.5737137 0.7567193 -0.27332476 0.211645,triangles
D00773.obj,DeskPhone,4200,8099,-0.706061 0.8652682 -0.5682087 0.5298275 -0.17341757 0.19538136,triangles
D00829.obj,DeskPhone,3870,7692,-0.90569 0.924361 -0.910352 0.795984 -0.438572 0.122189,triangles
D00894.obj,DeskPhone,4095,8100,-1.01212 0.568062 -0.594093 0.696047 -0.542462 0.287657,triangles
D00897.obj,DeskPhone,4260,8100,-1.0176191 0.87325203 -0.5898402 0.3539997 -0.23984554 0.165194,triangles
D00899.obj,DeskPhone,4095,8100,-0.714538 0.78059334 -0.712053 0.70089287 -0.250503 0.255132,triangles
D00957.obj,DeskPhone,4078,7999,-0.6284158 0.899557 -0.61491054 0.628953 -0.23102 0.21736972,triangles
D00958.obj,DeskPhone,4150,6965,-0.8784666 0.840691 -0.707485 0.824831 -0.37926033 0.264976,triangles
D01005.obj,Door,4374,8099,0.025 0.43396 0.025 0.975 0.025 0.08653308,triangles
D01029.obj,Door,4109,8099,0.025 0.545253 0.025 0.975 0.025 0.281945,triangles
D01052.obj,Door,4106,8100,0.025 0.188867 0.025 0.975 0.025 0.503665,triangles
D01058.obj,Door,4132,8098,0.025 0.521695 0.025 0.975 0.025 0.115777,triangles
D01062.obj,Door,4082,8100,0.025 0.857435 0.025 0.975 0.025 0.104125,triangles
D01076.obj,Door,3630,7280,0.025 0.476732 0.025 0.975 0.025 0.089167,triangles
D01104.obj,Door,4067,8099,0.025 0.485632 0.025 0.975 0.025 0.0670163,triangles
D01114.obj,Door,4076,8100,0.025 0.609224 0.025 0.975 0.025 0.214508,triangles
D01121.obj,Door,4176,8100,0.025 0.567857 0.025 0.975 0.025 0.0521429,triangles
D01129.obj,Door,3919,6662,0.025 0.476846 0.025 0.975 0.025 0.120993,triangles
D01136.obj,Door,4104,8099,0.025 0.547013 0.025 0.975 0.025 0.119732,triangles
D01139.obj,Door,4211,8100,0.025 0.5 0.025 0.975 0.025 0.0566667,triangles
D01141.obj,Door,4292,8096,0.025 0.48635 0.025 0.975 0.025 0.135169,triangles
D01143.obj,Door,4062,8100,0.025 0.555623 0.025 0.975 0.025 0.0776375,triangles
D01144.obj,Door,4207,8100,0.025 0.32038 0.025 0.975 0.025 0.104125,triangles
D01155.obj,Door,4389,8100,0.025 0.950965 0.025 0.975 0.025 0.15807,triangles
D01158.obj,Door,4043,8100,0.025 0.566616 0.025 0.975 0.025 0.125402,triangles
D01167.obj,Door,4150,7848,0.025 0.61576 0.025 0.975 0.025 0.104125,triangles
D01177.obj,Door,4208,8100,0.025 0.475837 0.025 0.975 0.025 0.09054,triangles
D01194.obj,Door,3940,7523,0.025 0.0373238 0.025 0.975 0.025 0.528047,triangles
m1707.obj,Door,4110,8100,0.025 0.545253 0.025 0.975 0.025 0.281945,triangles
m1708.obj,Door,4176,8100,0.025 0.567857 0.025 0.975 0.025 0.052143,triangles
m1710.obj,Door,4109,8100,0.025 0.544423 0.025 0.975 0.025 0.119998,triangles
m1711.obj,Door,4213,8100,0.025 0.32038 0.025 0.975 0.025 0.104125,triangles
m1712.obj,Door,3630,7280,0.025 0.476732 0.025 0.975 0.025 0.089167,triangles
m1713.obj,Door,4374,8099,0.025 0.43396 0.025 0.975 0.025 0.08538839,triangles
m1714.obj,Door,4053,8066,0.025 0.485632 0.025 0.975 0.025 0.067016,triangles
m1715.obj,Door,4105,8100,0.025 0.188867 0.025 0.975 0.025 0.503665,triangles
m1716.obj,Door,4292,8096,0.025 0.48635 0.025 0.975 0.025 0.135169,triangles
m1717.obj,Door,4135,8098,0.025 0.521695 0.025 0.975 0.025 0.115777,triangles
m1718.obj,Door,3919,6662,0.025 0.476846 0.025 0.975 0.025 0.120993,triangles
m1720.obj,Door,4104,8099,0.025 0.547013 0.025 0.975 0.025 0.119732,triangles
m1721.obj,Door,4043,8100,0.025 0.566616 0.025 0.975 0.025 0.125402,triangles
m1722.obj,Door,4076,8100,0.025 0.609224 0.025 0.975 0.025 0.214508,triangles
m1723.obj,Door,4087,8100,0.025 0.857435 0.025 0.975 0.025 0.104125,triangles
m1724.obj,Door,4146,7848,0.025 0.61576 0.025 0.975 0.025 0.104125,triangles
m1725.obj,Door,3774,7346,0.025 0.975 0.025 0.953723 0.025 0.210779,triangles
m1726.obj,Door,4389,8100,0.025 0.950965 0.025 0.975 0.025 0.15807,triangles
m1727.obj,Door,3724,7332,0.025 0.756079 0.025 0.975 0.025 0.121945,triangles
m1728.obj,Door,4175,8100,0.025 0.975 0.025 0.972989 0.025 0.11953,triangles
m1729.obj,Door,4104,8100,0.025 0.691337 0.025 0.975 0.025 0.190569,triangles
m1730.obj,Door,4104,8100,0.025 0.691337 0.025 0.975 0.025 0.190569,triangles
m1731.obj,Door,4124,8384,0.025 0.975 0.025 0.935516 0.025 0.136363,triangles
m1732.obj,Door,4061,8097,0.025 0.975 0.025 0.874286 0.025 0.105008,triangles
D00026.obj,Drum,3902,4576,-0.162474 0.1643845 -0.171664 0.14904176 -0.001215 0.705,triangles
D00063.obj,Drum,3613,3032,0.822257 1.57793 0.454092 1.20977 0.512763 1.08903,triangles
D00115.obj,Drum,2695,3448,0.538248 1.751362 -0.415186 0.685989 -0.271338 0.427939,triangles
D00163.obj,Drum,4177,5042,0.97323 1.73658 -0.017525 0.748928 -6e-15 0.658813,triangles
D00189.obj,Drum,6291,6508,1.8152 2.2152 0.87003 1.27003 0.445 1.155,triangles
D00193.obj,Drum,4258,4732,0.251542 1.007219 0.272348 1.028025 -0.017463 1.089025,triangles
D00297.obj,Drum,3971,3179,1.09723 1.68205 0.440137 0.96783966 -0.000222921 0.673616,triangles
D00298.obj,Drum,4795,5671,-0.410391 0.320639 0.701336 1.431055 0.0 1.25095,triangles
D00308.obj,Drum,3843,4765,0.457612 1.499012 0.326359 1.367759 0.0 0.76835,triangles
D00375.obj,Drum,3677,3119,-0.015297 0.501016 -0.439469 0.461281 -0.008625 0.607176,triangles
D00383.obj,Drum,7583,12595,3.71033 4.37073 0.358383 1.01878 1.9685 2.4384,triangles
D00404.obj,Drum,3767,4516,13.758994 15.762962 11.728424 13.732392 -0.06985 2.413,triangles
D00551.obj,Drum,3618,4924,2.50802 3.164967 1.011902 2.464058 -1e-16 1.427416,triangles
D00557.obj,Drum,4268,5809,-0.030871 0.505282 0.106069 0.799067 0.1778 0.6604,triangles
D00596.obj,Drum,4084,6489,-2.263703 2.271364 -2.290357 2.290357 -3.484019 3.037768,triangles
D00709.obj,Drum,792,761,1.67266 2.04694 1.34997 1.69872 0.0 0.380591,triangles
D00939.obj,Drum,3993,4171,-0.148802 0.137049 -0.144365 0.148128 0.0 0.262762,triangles
D00951.obj,Drum,2990,3787,1.665831 2.184424 0.829671 1.321757 0.397354 0.939826,triangles
D00980.obj,Drum,3655,4324,0.0 0.5834 0.0 0.5834 0.0 0.9578,triangles
D00982.obj,Drum,3829,4445,-0.158036 0.002263 -0.080963 0.080963 -0.020004 0.020325,triangles
D00012.obj,Fish,4240,6966,-1.05518 0.713382 -0.391369 0.393205 -0.333878 0.301967,triangles
D00022.obj,Fish,3912,6524,-1.13572 0.686773 -0.372513 0.440886 -0.253468 0.241286,triangles
D00024.obj,Fish,3952,6672,-1.10237 0.679145 -0.254958 0.312526 -0.27225 0.252203,triangles
D00030.obj,Fish,3760,6304,-0.692617 1.06053 -0.307941 0.336987 -0.194262 0.197573,triangles
D00142.obj,Fish,9997,18619,-0.587419 1.0488493 -0.524956 0.422404 -0.3344233 0.301658,triangles
D00165.obj,Fish,4264,7130,-0.721566 1.05587 -0.289676 0.333963 -0.300528 0.315419,triangles
D00251.obj,Fish,4006,6628,-1.12676 0.56197 -0.621018 0.484538 -0.40586 0.376034,triangles
D00293.obj,Fish,4072,6838,-1.10406 0.686576 -0.484354 0.454548 -0.325496 0.302995,triangles
D00351.obj,Fish,10635,19845,-1.1092666 0.607424 -0.40312162 0.4595018 -0.311242 0.310498,triangles
D00398.obj,Fish,3820,6412,-0.659736 1.04382 -0.352784 0.415455 -0.256018 0.226104,triangles
D00450.obj,Fish,3784,6348,-1.0845 0.656868 -0.375535 0.3473 -0.333079 0.322133,triangles
D00535.obj,Fish,3934,6652,-1.10596 0.668295 -0.428851 0.492231 -0.313088 0.30638,triangles
D00633.obj,Fish,3712,6334,-0.767358 1.02978 -0.369286 0.346372 -0.335369 0.28666,triangles
D00636.obj,Fish,10822,20049,-1.07007 0.622697 -0.3965595 0.33629483 -0.32644227 0.327741,triangles
D00643.obj,Fish,3928,6526,-0.670672 0.983972 -0.416426 0.362117 -0.38279 0.358377,triangles
D00682.obj,Fish,3980,6672,-0.825399 1.08561 -0.373849 0.291511 -0.388286 0.370291,triangles
D00748.obj,Fish,4378,8100,-1.0499762 0.736929 -0.363943 0.30039823 -0.26181912 0.25307864,triangles
D00763.obj,Fish,4122,6824,-0.667665 1.15983 -0.438726 0.643516 -0.410754 0.396006,triangles
D00850.obj,Fish,4382,7318,-0.653742 1.10412 -0.398371 0.353582 -0.379845 0.360212,triangles
D00950.obj,Fish,4394,8100,-0.99392265 0.6467946 -0.30907822 0.3274317 -0.549373 0.5530665,triangles
D00028.obj,FloorLamp,4229,8099,-0.512066 0.857443 -0.274079 0.454505 -0.358054 0.3706,triangles
D00093.obj,FloorLamp,3756,7472,-0.570333 0.523427 -0.573733 0.521013 -0.545006 1.03716,triangles
D00186.obj,FloorLamp,4086,8100,-0.625938 0.980022 -0.507875 0.542201 -0.520385 0.52978,triangles
D00211.obj,FloorLamp,4146,8100,-0.840113 0.802181 -0.577233 0.310548 -0.242279 0.330316,triangles
D00228.obj,FloorLamp,4056,8100,-0.654154 0.895962 -0.544531 0.567995 -0.556888 0.55567,triangles
D00388.obj,FloorLamp,3767,7212,-0.495216 0.979268 -0.649654 0.664287 -0.673652 0.640507,triangles
D00400.obj,FloorLamp,2863,4973,-0.75762135 0.821496 -0.465739 0.486915 -0.466686 0.485898,triangles
D00408.obj,FloorLamp,4018,6750,-0.616008 0.925216 -0.632876 0.66224 -0.641696 0.637348,triangles
D00447.obj,FloorLamp,4065,8048,-0.963398 0.622239 -0.671227 0.665523 -0.662706 0.674666,triangles
D00495.obj,FloorLamp,4282,8487,-0.87269 0.400885 -0.515695 0.357133 -0.311082 0.360995,triangles
D00563.obj,FloorLamp,4089,8100,-0.911632 0.58561635 -0.50946856 0.5128145 -0.5111345 0.510969,triangles
D00580.obj,FloorLamp,51,30,-1.1165982 1.0673761 -16.451353 17.630772 -0.578098 34.3429,triangles
D00740.obj,FloorLamp,4058,8100,-0.762766 0.825336 -0.524981 0.506107 -0.518862 0.513242,triangles
D00856.obj,FloorLamp,4053,8100,-0.798935 0.773809 -0.568265 0.44833 -0.489934 0.533116,triangles
D00875.obj,FloorLamp,4133,8100,-0.947539 0.73433936 -0.42432 0.433591 -0.431938 0.425882,triangles
D00876.obj,FloorLamp,4054,8100,-0.8681601 0.60810333 -0.597088 0.720198 -0.6564411 0.6762791,triangles
D00888.obj,FloorLamp,4252,8496,-0.91812 0.8264 -0.369781 0.6119 -0.503533 0.487681,triangles
D00924.obj,FloorLamp,4192,8100,-0.817161 0.86043084 -0.425956 0.464848 -0.449487 0.439694,triangles
D00955.obj,FloorLamp,4067,8100,-0.750376 0.844038 -0.508289 0.459079 -0.498685 0.474606,triangles
D00981.obj,FloorLamp,3942,7587,-0.46224 1.0173 -0.56175 0.360743 -0.448819 0.47492,triangles
m617.obj,FloorLamp,4075,8100,0.025 0.381876 0.025 0.975 0.025 0.417182,triangles
m618.obj,FloorLamp,4150,8288,0.025 0.134223 0.025 0.975 0.025 0.134222,triangles
m619.obj,FloorLamp,4063,8100,0.025 0.174245 0.025 0.975 0.025 0.174245,triangles
m620.obj,FloorLamp,4106,8100,0.025081 0.1242765 0.025 0.97378653 0.025 0.116258,triangles
m621.obj,FloorLamp,4089,8100,0.025 0.144523 0.025 0.975 0.025 0.144523,triangles
m622.obj,FloorLamp,4064,8100,0.025 0.099219 0.025 0.975 0.025 0.20127,triangles
m623.obj,FloorLamp,4192,8099,0.025 0.284805 0.025 0.975 0.025 0.249998,triangles
m624.obj,FloorLamp,4168,8320,0.025 0.171154 0.025 0.975 0.025 0.368539,triangles
D00050.obj,Glasses,4320,8099,-0.72928435 0.570185 -0.34971714 0.9250387 -0.156199 0.169875,triangles
D00201.obj,Glasses,4214,8099,-0.487773 0.639588 -0.498747 0.555236 -0.21304086 0.21430199,triangles
D00225.obj,Glasses,3977,7868,-0.541097 0.680598 -0.533612 0.6235 -0.174802 0.132124,triangles
D00432.obj,Glasses,4240,8136,-0.820419 0.744221 -1.05912 0.462371 -0.181248 0.089982,triangles
D00475.obj,Glasses,4068,8099,-0.80163 0.310515 -0.587238 0.393097 -0.108938 0.258456,triangles
D00507.obj,Glasses,4254,8100,-0.7209287 0.574905 -0.34136838 0.92738587 -0.15779 0.166362,triangles
D00560.obj,Glasses,4230,8368,-0.612564 0.628517 -0.450059 0.642733 -0.197618 0.102281,triangles
D00575.obj,Glasses,4294,8100,-0.72214377 0.44427174 -0.39415467 0.8919812 -0.102883 0.122102395,triangles
D00630.obj,Glasses,4108,8100,-0.66284 0.427605 -0.782738 0.282376 -0.245093 0.142124,triangles
D00640.obj,Glasses,4364,8099,-0.8770145 0.41895062 -0.45442814 0.850503 -0.0839175 0.13244371,triangles
D00656.obj,Glasses,4226,7224,-0.692427 0.71929 -0.563963 0.838516 -0.17177 0.188258,triangles
D00660.obj,Glasses,3611,6350,-0.686586 0.69791 -0.486169 0.9026382 -0.117187 0.10974836,triangles
D00717.obj,Glasses,4064,8080,-0.721225 0.523228 -0.358598 0.847668 -0.233443 0.191492,triangles
D00730.obj,Glasses,4076,8100,-0.483262 0.648804 -0.868901 0.380136 -0.127724 0.09945,triangles
D00813.obj,Glasses,4073,8099,-0.592931 0.650733 -0.442166 0.640606 -0.220315 0.23731,triangles
D00816.obj,Glasses,4248,8099,-0.73942894 0.54362077 -0.9507484 0.33233863 -0.123246364 0.088137,triangles
D00877.obj,Glasses,4105,7901,-0.799376 0.607667 -0.656955 0.660164 -0.262726 0.14246,triangles
D00883.obj,Glasses,4102,8100,-0.853373 0.503224 -0.29359 1.06823 -0.056078 0.153361,triangles
D00937.obj,Glasses,4121,8100,-0.525878 0.778809 -0.389073 0.892906 -0.151849 0.109602,triangles
D00994.obj,Glasses,4100,8100,-0.737751 0.312267 -0.996489 0.253962 -0.122722 0.137724,triangles
D00023.obj,Guitar,3655,7019,-0.796232 0.751486 -0.262497 0.27479 -0.054427 0.109924,triangles
D00041.obj,Guitar,4358,8099,-0.954499 0.46446574 -0.18058734 0.20016159 -0.039129812 0.027333187,triangles
D00076.obj,Guitar,4251,7804,-0.750277 0.804974 -0.267778 0.303992 -0.03338794 0.055803537,triangles
D00097.obj,Guitar,4096,8100,-0.736794 0.808166 -0.21092 0.246712 -0.120674 0.02709,triangles
D00124.obj,Guitar,4351,8099,-0.662394 0.834363 -0.218193 0.256949 -0.046556 0.052156,triangles
D00222.obj,Guitar,4119,8100,-0.802099 1.00169 -0.325662 0.298917 -0.122863 0.090693,triangles
D00232.obj,Guitar,4330,8100,-0.669757 0.860566 -0.33698 0.302068 -0.049773272 0.112353,triangles
D00335.obj,Guitar,4152,8100,-0.7423433 0.77563596 -0.28586206 0.24680646 -0.062179167 0.129719,triangles
D00374.obj,Guitar,3627,6807,-1.04142 0.464543 -0.226905 0.207119 -0.08488 0.083787,triangles
D00414.obj,Guitar,10404,19413,-0.861591 0.777109 -0.187211 0.326456 -0.151303 0.0972456,triangles
D00416.obj,Guitar,4260,8100,-0.872283 0.587531 -0.288835 0.2832 -0.093521 0.055505995,triangles
D00461.obj,Guitar,4209,8100,-0.787248 0.8791 -0.239581 0.270428 -0.047724 0.064037,triangles
D00464.obj,Guitar,4240,8099,-0.844418 0.698593 -0.240079 0.411624 -0.140326 0.111249,triangles
D00494.obj,Guitar,4308,7546,-0.8267717 0.6408237 -0.17548604 0.2038355 -0.069608 0.06307006,triangles
D00534.obj,Guitar,4296,8413,-0.726362 0.720691 -0.239725 0.227699 -0.08063 0.07686,triangles
D00549.obj,Guitar,4268,8089,-0.663169 0.856067 -0.278976 0.145906 -0.021161 0.060895,triangles
D00645.obj,Guitar,4138,8100,-1.04426 0.431459 -0.213903 0.315375 -0.072762 0.061381,triangles
D00655.obj,Guitar,4250,7895,-0.774865 0.791883 -0.305031 0.309747 -0.015852 0.029027,triangles
D00844.obj,Guitar,4002,7011,-0.878815 0.72569716 -0.3136119 0.30586 -0.13273226 0.21402518,triangles
D00849.obj,Guitar,4380,8099,-0.67510366 0.86090845 -0.286515 0.219462 -0.057866577 0.123724,triangles
D00103.obj,Gun,4069,8100,-0.795672 0.776603 -0.453606 0.434456 -0.096347 0.151426,triangles
D00137.obj,Gun,4158,8100,-1.04743 0.796371 -0.362179 0.405965 -0.112803 0.104621,triangles
D00140.obj,Gun,4145,8100,-1.01718 0.834684 -0.32942638 0.33998 -0.126773 0.108157,triangles
D00153.obj,Gun,4062,8100,-0.774471 0.976852 -0.435366 0.412921 -0.109726 0.103612,triangles
D00161.obj,Gun,3882,7732,-0.79135 1.02624 -0.452913 0.546079 -0.153678 0.101841,triangles
D00204.obj,Gun,3543,6878,-0.781536 1.0094 -0.58018875 0.451569 -0.128401 0.1462295,triangles
D00207.obj,Gun,4209,8100,-0.482214 1.0129 -0.4434139 0.359644 -0.15099867 0.10421094,triangles
D00209.obj,Gun,4089,8100,-1.01113 0.681548 -0.578126 0.35909 -0.168384 0.179591,triangles
D00239.obj,Gun,4057,8100,-0.645559 1.01275 -0.260866 0.221899 -0.05666 0.065709,triangles
D00244.obj,Gun,3960,7852,-0.755681 1.05437 -0.426545 0.624702 -0.166549 0.122758,triangles
D00282.obj,Gun,3835,7618,-1.08173 0.778063 -0.268859 0.456446 -0.131851 0.167787,triangles
D00368.obj,Gun,4066,8100,-0.896468 1.00275 -0.548704 0.480884 -0.14299697 0.157207,triangles
D00425.obj,Gun,4123,8099,-0.8166742 0.9489193 -0.405542 0.486052 -0.07611 0.10658231,triangles
D00477.obj,Gun,4211,8100,-0.88917 0.967026 -0.142298 0.25725 -0.069242 0.040597,triangles
D00606.obj,Gun,4056,8100,-0.745833 1.13767 -0.401651 0.703257 -0.222344 0.121953,triangles
D00802.obj,Gun,4068,8100,-0.541029 1.0134 -0.314238 0.294637 -0.088182 0.064344,triangles
D00819.obj,Gun,4124,8100,-0.754944 0.99716765 -0.5854447 0.30690947 -0.13276945 0.13669536,triangles
D00826.obj,Gun,4064,8099,-0.842559 0.976258 -0.29761186 0.2798241 -0.119141 0.120482,triangles
D00929.obj,Gun,4243,8100,-0.822144 1.02365 -0.551779 0.602898 -0.112555 0.070117,triangles
D00972.obj,Gun,4238,8100,-1.233786 0.63358825 -0.40558636 0.5711021 -0.15608509 0.18055648,triangles
m648.obj,Gun,4074,8100,0.025 0.975 0.025 0.613562 0.025 0.128121,triangles
m649.obj,Gun,12039,21890,0.025 0.975 0.025 0.68525 0.025415333 0.1383352,triangles
m650.obj,Gun,12505,23037,0.025 0.975 0.025 0.660075 0.025 0.158238,triangles
m651.obj,Gun,3716,7168,0.025 0.268671 0.025 0.639117 0.025 0.975,triangles
m652.obj,Gun,3663,6665,0.025 0.194431 0.025 0.704267 0.025012 0.975,triangles
m653.obj,Gun,4315,8606,0.025 0.975 0.025 0.466906 0.025 0.16723,triangles
m654.obj,Gun,4070,8100,0.025 0.975 0.025 0.555676 0.025 0.114499,triangles
m655.obj,Gun,3678,7332,0.025 0.148819 0.025 0.575499 0.025 0.975,triangles
m656.obj,Gun,4160,8100,0.024999656 0.16808254 0.024998808 0.5756615 0.02451917 0.975033,triangles
m657.obj,Gun,4073,8100,0.025 0.230622 0.025099738 0.7468303 0.025029803 0.9763899,triangles
m658.obj,Gun,4064,8090,0.025 0.189951 0.025 0.617093 0.025 0.975,triangles
m659.obj,Gun,3716,7320,0.025 0.975 0.025 0.497961 0.025 0.165304,triangles
m660.obj,Gun,4358,4768,0.025 0.15705 0.025 0.526839 0.025 0.975,triangles
m661.obj,Gun,4385,8621,0.025 0.975 0.025 0.151189 0.025 0.54785,triangles
m662.obj,Gun,4123,8100,0.025 0.975 0.025 0.156909 0.025 0.960369,triangles
m663.obj,Gun,4096,8100,0.025 0.975 0.025 0.13951 0.025 0.558544,triangles
m664.obj,Gun,4066,8100,0.025 0.975 0.025 0.721188 0.025 0.199559,triangles
m665.obj,Gun,4187,8097,0.025 0.184942 0.025 0.685913 0.025 0.975,triangles
m666.obj,Gun,3986,8100,0.025 0.975 0.025 0.69368935 0.025 0.267973,triangles
m667.obj,Gun,4118,8100,0.025 0.115473 0.025 0.421568 0.025 0.975,triangles
m668.obj,Gun,4232,8100,0.025 0.095224 0.025 0.307539 0.025 0.975,triangles
m669.obj,Gun,3792,7148,0.025 0.10005 0.025 0.164887 0.025 0.975,triangles
m670.obj,Gun,4066,8100,0.025 0.975 0.025 0.336501 0.025 0.071794,triangles
m671.obj,Gun,4089,8099,0.025 0.075425 0.025 0.237805 0.025 0.975,triangles
m672.obj,Gun,3914,7800,0.025 0.068667 0.025 0.238619 0.025 0.975,triangles
