name,class,vertices,faces,bbox
m497.obj,Cup,3663,8070,0.025 0.415029 0.025 0.415029 0.0249916 0.9750011
m498.obj,Cup,3471,8080,0.025 0.975 0.025 0.871244 0.025 0.975
m499.obj,Cup,3454,8091,0.025 0.727903 0.025 0.727903 0.025 0.975
m500.obj,Cup,3114,8069,0.025 0.95964 0.025 0.896862 0.025 0.975
m501.obj,Cup,3929,8099,0.025 0.677538 0.025 0.975 0.025 0.677538
m502.obj,Cup,4068,8226,0.025 0.675007 0.025 0.975 0.025 0.675007
m526.obj,Cup,3739,7468,0.025 0.975 0.025 0.658894 0.025 0.5
D00048.obj,DeskLamp,4200,6976,-1.12769 0.6057 -0.581116 0.666292 -0.630788 0.731294
D00090.obj,DeskLamp,2042,4589,-0.875 0.735197 -0.686618 0.781815 -0.296137 0.30965
D00147.obj,DeskLamp,1519,2870,-0.7174238 0.9518678 -0.407043 0.4521036 -0.1710061 0.1838101
D00257.obj,DeskLamp,2840,7184,-0.955963 0.5829215 -0.3098991 0.3934155 -0.306709 0.302267
D00268.obj,DeskLamp,591,1705,-0.5991505 0.9747993 -0.1872235 0.1158047 -0.1041583 0.1093043
D00330.obj,DeskLamp,700,2578,-1.18276 0.505399 -0.353165 0.1809153 -0.191147 0.183029
D00378.obj,DeskLamp,3618,8710,-0.907867 0.946441 -0.256646 0.722841 -0.565493 0.379832
D00435.obj,DeskLamp,3976,9430,-1.03346 0.6936747 -0.3835503 0.5062584 -0.3586054 0.3476688
D00455.obj,DeskLamp,788,1749,-0.93453 0.666272 -0.35985225 0.262966 -0.25327033 0.243481
D00531.obj,DeskLamp,1715,5648,-1.15289 0.699147 -0.236515 0.296754 -0.186329 0.1917398
D00547.obj,DeskLamp,2662,6452,-0.921965 0.7060659 -0.4122082 0.32912531 -0.565215 0.20961995
D00686.obj,DeskLamp,2759,6949,-0.929669 0.912698 -0.619726 0.859064 -0.2991748 0.352642
D00693.obj,DeskLamp,4036,11244,-1.07987 0.780756 -0.2313621 0.4341 -0.309121 0.2732583
D00698.obj,DeskLamp,3766,8030,-0.887514 0.766981 -0.490664 0.360029 -0.27815 0.3526
D00715.obj,DeskLamp,3910,11127,-1.0124 0.780967 -0.42488 0.587314 -0.474136 0.464886
D00744.obj,DeskLamp,1186,2255,-0.7856161 1.1450747 -0.23552878 0.2928058 -0.26503885 0.1679145
D00759.obj,DeskLamp,1935,3937,-0.902994 0.949175 -0.7565823 0.698912 -0.499502 0.542295
D00776.obj,DeskLamp,3987,10436,-1.00827 0.69438 -0.378761 0.326064 -0.2679942 0.196867
D00797.obj,DeskLamp,1733,4126,-0.773745 0.8995113 -0.6846261 0.46471164 -0.35179 0.353095
D00912.obj,DeskLamp,1387,2741,-0.826668 1.01155 -0.803363 0.671597 -0.337562 0.314515
m603.obj,DeskLamp,3281,8088,0.025 0.583322 0.025 0.846549 0.025 0.975
m604.obj,DeskLamp,558,1479,0.025 0.69906 0.025 0.975 0.0250013 0.1560552
m605.obj,DeskLamp,3748,8211,0.025 0.502077 0.025 0.975 0.025 0.836867
m606.obj,DeskLamp,3656,8795,0.025 0.838636 0.025 0.975 0.0250552 0.458912
m608.obj,DeskLamp,3559,8064,0.025 0.759984 0.025 0.90819 0.025 0.975
m609.obj,DeskLamp,988,2553,0.025 0.212564 0.025 0.720676 0.025 0.975
m611.obj,DeskLamp,2450,5459,0.0620671 0.8440086 0.025 0.9467723 0.0250491 0.4588659
m613.obj,DeskLamp,2226,3423,0.025 0.975 0.025 0.9339737 0.025 0.298021
m614.obj,DeskLamp,4099,11007,0.025 0.396062 0.025 0.975 0.025 0.919718
m615.obj,DeskLamp,2624,7725,0.025 0.863495 0.025 0.7473106 0.025 0.975
m616.obj,DeskLamp,1735,4143,0.025000049 0.77317876 0.025 0.975 0.025 0.442888
D00118.obj,DeskPhone,1719,3395,-0.550861 0.897899 -0.727948 0.591752 -0.22007 0.218757
D00135.obj,DeskPhone,2916,7990,-0.847322 0.8840886 -0.533093 0.765637 -0.210727 0.1437608
D00154.obj,DeskPhone,1277,2581,-0.63313764 0.967455 -0.637106 0.42904997 -0.1316 0.10676637
D00220.obj,DeskPhone,3924,7780,-0.737965 0.748198 -0.674884 0.508508 -0.377125 0.498221
D00316.obj,DeskPhone,3094,6119,-0.628642 0.811874 -0.593525 0.701571 -0.286264 0.244973
D00318.obj,DeskPhone,4313,8494,-0.714041 0.810842 -0.660621 0.614137 -0.5206 0.270839
D00403.obj,DeskPhone,1249,2706,-1.1481084 0.54228824 -0.4665 0.5797409 -0.30087975 0.823005
D00486.obj,DeskPhone,2359,7416,-0.754318 0.9545271 -0.637186 0.494299 -0.2588799 0.2914898
D00511.obj,DeskPhone,2802,5673,-0.8969862 0.7232366 -0.34984797 0.25962818 -0.11985083 0.2643592
D00556.obj,DeskPhone,3387,8041,-0.851434 0.837127 -0.4973004 0.918088 -0.430833 0.2555933
D00576.obj,DeskPhone,1000,2042,-0.755345 0.819921 -0.473597 0.47119984 -0.179611 0.19715624
D00680.obj,DeskPhone,3281,8005,-0.77804 0.7777807 -0.498658 0.848873 -0.2221587 0.191511
D00706.obj,DeskPhone,4000,6721,-0.77932894 0.76316947 -0.5737137 0.75666356 -0.27332476 0.211645
D00773.obj,DeskPhone,2532,5285,-0.706061 0.8652682 -0.5682087 0.5298275 -0.17341757 0.19538136
D00829.obj,DeskPhone,3870,7692,-0.90569 0.924361 -0.910352 0.795984 -0.438572 0.122189
D00894.obj,DeskPhone,3184,8053,-1.01212 0.568062 -0.594093 0.696047 -0.542462 0.2875717
D00897.obj,DeskPhone,2723,6064,-1.0176191 0.87325203 -0.5898402 0.3539997 -0.23984554 0.165194
D00899.obj,DeskPhone,2451,5121,-0.714534 0.78059334 -0.712053 0.70089287 -0.2505015 0.255132
D00957.obj,DeskPhone,2070,4323,-0.6284158 0.899557 -0.61491054 0.628953 -0.23102 0.21733618
D00958.obj,DeskPhone,1608,2370,-0.8784666 0.840691 -0.707485 0.824831 -0.37926033 0.264976
D01005.obj,Door,671,1444,0.025 0.43396 0.025 0.975 0.025 0.08653308
D01029.obj,Door,2927,7435,0.0250077 0.545253 0.025 0.975 0.025 0.2791832
D01052.obj,Door,589,1258,0.025 0.1888617 0.025 0.975 0.025 0.503665
D01058.obj,Door,2196,7584,0.0250053 0.5218415 0.0249008 0.975062 0.0249725 0.1130461
D01062.obj,Door,2360,7975,0.0249964 0.8574474 0.0249918 0.9750987 0.0249564 0.104125
D01076.obj,Door,1574,4417,0.025 0.476732 0.025 0.975 0.025 0.089167
D01104.obj,Door,533,1586,0.025 0.485632 0.025 0.975 0.0250185 0.0668764
D01114.obj,Door,482,1186,0.025 0.609224 0.025 0.975 0.025036 0.214472
D01121.obj,Door,2713,7913,0.025 0.567857 0.025 0.9750017 0.025 0.0521429
D01129.obj,Door,1309,2908,0.025 0.476846 0.025 0.975 0.025 0.120993
D01136.obj,Door,306,937,0.025 0.547013 0.025 0.975 0.025 0.1197006
D01139.obj,Door,3949,13096,0.025 0.5 0.025 0.975 0.025 0.055906
D01141.obj,Door,545,1815,0.025 0.4863382 0.025 0.975 0.0252124 0.1349565
D01143.obj,Door,2735,7888,0.0253902 0.555623 0.025 0.975 0.0249941 0.0776375
D01144.obj,Door,1959,7797,0.0248003 0.32041 0.0249999 0.975 0.0249674 0.1039606
D01155.obj,Door,4239,10675,0.025 0.950965 0.025 0.975 0.025 0.15807
D01158.obj,Door,535,1325,0.025 0.566616 0.025 0.975 0.025 0.1253723
D01167.obj,Door,2445,8000,0.025 0.6157603 0.0249983 0.975 0.0249921 0.104125
D01177.obj,Door,2043,7211,0.0 0.475837 0.0249999 0.975 0.0313634 0.0827214
D01194.obj,Door,3944,13511,0.025 0.0373238 0.025 0.975 0.025 0.528047
m1707.obj,Door,2912,7428,0.0250077 0.5450906 0.025 0.975 0.025 0.2791832
m1708.obj,Door,2712,7914,0.025 0.567857 0.025 0.9750017 0.025 0.052143
m1710.obj,Door,276,770,0.025 0.544423 0.025 0.975 0.0253559 0.1196421
m1711.obj,Door,1957,7770,0.0248003 0.320421 0.0249999 0.975 0.0249674 0.1040216
m1712.obj,Door,1574,4417,0.025 0.476732 0.025 0.975 0.025 0.089167
m1713.obj,Door,664,1517,0.025 0.43396 0.025 0.975 0.025 0.08538839
m1714.obj,Door,536,1592,0.025 0.485632 0.025 0.975 0.0250187 0.0668762
m1715.obj,Door,589,1258,0.025 0.1888617 0.025 0.975 0.025 0.503665
m1716.obj,Door,545,1815,0.025 0.4863382 0.025 0.975 0.0252125 0.1349565
m1717.obj,Door,2233,7632,0.0250053 0.52197 0.0249557 0.9749974 0.025 0.1135675
m1718.obj,Door,1309,2908,0.025 0.476846 0.025 0.975 0.025 0.120993
m1720.obj,Door,306,937,0.025 0.547013 0.025 0.975 0.025 0.1197006
m1721.obj,Door,535,1325,0.025 0.566616 0.025 0.975 0.025 0.1253723
m1722.obj,Door,482,1186,0.025 0.609224 0.025 0.975 0.025036 0.214472
m1723.obj,Door,2368,7943,0.0249964 0.857435 0.024998 0.9750016 0.025 0.104125
m1724.obj,Door,2457,8004,0.025 0.6157708 0.0249983 0.975 0.025 0.104125
m1725.obj,Door,812,1917,0.0250774 0.975 0.025 0.953723 0.0254172 0.210779
m1726.obj,Door,4239,10678,0.025 0.950965 0.025 0.975 0.025 0.15807
m1727.obj,Door,3724,7332,0.025 0.756079 0.025 0.975 0.025 0.121945
m1728.obj,Door,328,1003,0.025 0.975 0.025 0.972989 0.025 0.11953
m1729.obj,Door,3895,9887,0.025 0.691337 0.025 0.975 0.025 0.190569
m1730.obj,Door,3895,9888,0.025 0.691337 0.025 0.975 0.025 0.190569
m1731.obj,Door,1107,3152,0.025 0.975 0.025 0.935516 0.025 0.1361876
m1732.obj,Door,1936,7767,0.0249998 0.9750273 0.0249992 0.8742869 0.0249304 0.1050207
D00026.obj,Drum,909,607,-0.162474 0.1643845 -0.171664 0.150059 -0.001215 0.705
D00063.obj,Drum,898,1739,0.822257 1.57793 0.454092 1.20977 0.512763 1.08903
D00115.obj,Drum,3254,6147,0.538248 1.733192 -0.415186 0.6804723 -0.271338 0.427939
D00163.obj,Drum,1008,532,0.97323 1.73658 -0.017525 0.748928 0.0 0.658813
D00189.obj,Drum,3285,6217,1.8152 2.2152 0.8323152 1.27003 0.0 1.155
D00193.obj,Drum,1364,2702,0.251542 1.007219 0.272348 1.028025 -0.017463 1.089025
D00297.obj,Drum,1512,1011,1.09723 1.68205 0.440137 0.96783966 -0.000222921 0.673616
D00298.obj,Drum,984,848,-0.4067735 0.317423 0.703939 1.430076 0.0 1.25095
D00308.obj,Drum,3958,8581,0.457612 1.499012 0.326359 1.367759 0.0 0.76835
D00375.obj,Drum,1311,675,-0.015251473 0.500956 -0.439469 0.461281 -0.008625 0.607176
D00383.obj,Drum,325,300,3.71033 4.37073 0.358383 1.01878 1.9685 2.4384
D00404.obj,Drum,1001,1256,13.758994 15.762962 11.728424 13.732392 -0.06985 2.413
D00551.obj,Drum,4000,7317,2.50802 3.164967 1.011902 2.464058 -0.0 1.428836
D00557.obj,Drum,415,404,-0.030871 0.508717 0.106069 0.799067 0.1778 0.6604
D00596.obj,Drum,4264,9286,-2.290357 2.271364 -2.290357 2.290357 -3.484019 3.037768
D00709.obj,Drum,21,18,1.81358 1.99154 1.34997 1.60258 0.304391 0.380591
D00939.obj,Drum,1839,1087,-0.148802 0.13703 -0.144365 0.148128 0.0 0.262762
D00951.obj,Drum,851,396,1.665831 2.184424 0.829671 1.323169 0.397354 0.940617
D00980.obj,Drum,582,569,0.0 0.5834 0.0 0.5834 0.0 0.9578
D00982.obj,Drum,762,1001,-0.159663 0.002263 -0.080963 0.080963 -0.020004 0.020325
D00012.obj,Fish,4240,6962,-1.05518 0.713382 -0.391369 0.393205 -0.333878 0.301967
D00022.obj,Fish,3912,6520,-1.13572 0.686773 -0.372513 0.440886 -0.253468 0.241286
D00024.obj,Fish,3952,6668,-1.10237 0.679145 -0.254958 0.312526 -0.27225 0.252203
D00030.obj,Fish,3760,6300,-0.692617 1.06053 -0.307941 0.336987 -0.194262 0.197573
D00142.obj,Fish,4371,11510,-0.587419 1.107585 -0.527399 0.443977 -0.336707 0.301658
D00165.obj,Fish,4264,7126,-0.721566 1.05587 -0.289676 0.333963 -0.300528 0.315419
D00251.obj,Fish,4006,6624,-1.12676 0.56197 -0.621018 0.484538 -0.40586 0.376034
D00293.obj,Fish,4072,6834,-1.10406 0.686576 -0.484354 0.454548 -0.325496 0.302995
D00351.obj,Fish,2662,6752,-1.1095752 0.607424 -0.4023111 0.4509421 -0.311242 0.310498
D00398.obj,Fish,3820,6408,-0.659736 1.04382 -0.352784 0.415455 -0.256018 0.226104
D00450.obj,Fish,3784,6344,-1.0845 0.656868 -0.375535 0.3473 -0.333079 0.322133
D00535.obj,Fish,3934,6648,-1.10596 0.668295 -0.428851 0.492231 -0.313088 0.30638
D00633.obj,Fish,3712,6330,-0.767358 1.02978 -0.369286 0.346372 -0.335369 0.28666
D00636.obj,Fish,2822,7440,-1.07007 0.6204472 -0.3912563 0.322249 -0.3259727 0.3279669
D00643.obj,Fish,3928,6522,-0.670672 0.983972 -0.416426 0.362117 -0.38279 0.358377
D00682.obj,Fish,3982,6668,-0.825399 1.08561 -0.373849 0.291511 -0.388286 0.370291
D00748.obj,Fish,2411,5425,-1.0499762 0.736929 -0.401707 0.303055 -0.2634782 0.25307864
D00763.obj,Fish,4122,6820,-0.667665 1.15983 -0.438726 0.643516 -0.410754 0.396006
D00850.obj,Fish,4382,7314,-0.653742 1.10412 -0.398371 0.353582 -0.379845 0.360212
D00950.obj,Fish,3620,9129,-1.004782 0.653998 -0.320306 0.3646645 -0.549373 0.5530665
D00028.obj,FloorLamp,2199,7300,-0.5104815 0.8574382 -0.2666554 0.4501834 -0.3487473 0.3642552
D00093.obj,FloorLamp,3756,7472,-0.570333 0.523427 -0.573733 0.521013 -0.545006 1.03716
D00186.obj,FloorLamp,1592,3602,-0.625938 0.980022 -0.507875 0.542201 -0.520385 0.52978
D00211.obj,FloorLamp,1477,2937,-0.840113 0.802181 -0.577233 0.310548 -0.242279 0.330316
D00228.obj,FloorLamp,3112,7758,-0.654149 0.8811127 -0.544531 0.567995 -0.556888 0.55567
D00388.obj,FloorLamp,3944,7212,-0.495216 0.979268 -0.649654 0.664287 -0.673652 0.640507
D00400.obj,FloorLamp,1919,3663,-0.75762135 0.821496 -0.465739 0.486915 -0.466686 0.485898
D00408.obj,FloorLamp,4021,6733,-0.616008 0.925216 -0.632876 0.66224 -0.641696 0.637348
D00447.obj,FloorLamp,2380,5134,-0.9633979 0.622239 -0.671227 0.665523 -0.662706 0.674666
D00495.obj,FloorLamp,4282,8487,-0.87269 0.400885 -0.515695 0.357133 -0.311082 0.360995
D00563.obj,FloorLamp,1153,2593,-0.911632 0.58561635 -0.50946856 0.5128145 -0.5111345 0.510969
D00580.obj,FloorLamp,30,36,-1.1165982 1.0673761 -16.451353 17.630772 -0.578098 34.3429
D00740.obj,FloorLamp,2282,7808,-0.7610356 0.8252923 -0.524981 0.5060958 -0.518862 0.513242
D00856.obj,FloorLamp,2789,8283,-0.798935 0.773809 -0.568265 0.44833 -0.489934 0.533116
D00875.obj,FloorLamp,1742,3896,-0.947539 0.73433936 -0.42432 0.433591 -0.431938 0.425882
D00876.obj,FloorLamp,1512,3484,-0.8681601 0.60810333 -0.597088 0.720198 -0.6564074 0.6762791
D00888.obj,FloorLamp,3413,7962,-0.91812 0.8239987 -0.369781 0.6119 -0.503533 0.487681
D00924.obj,FloorLamp,1296,3079,-0.817161 0.86043084 -0.425956 0.464848 -0.449487 0.439694
D00955.obj,FloorLamp,1052,2118,-0.750376 0.844038 -0.508289 0.459079 -0.498685 0.474606
D00981.obj,FloorLamp,4393,9797,-0.46224 1.0172921 -0.56175 0.360743 -0.448819 0.47492
m617.obj,FloorLamp,2168,4440,0.025 0.381876 0.025 0.975 0.025 0.417182
m618.obj,FloorLamp,956,2524,0.0250715 0.1341515 0.025 0.975 0.0250715 0.1341505
m619.obj,FloorLamp,2292,6137,0.0261806 0.1730644 0.025 0.9730726 0.0261806 0.1730644
m620.obj,FloorLamp,703,2311,0.0252005 0.12415675 0.025 0.97378653 0.025 0.116258
m621.obj,FloorLamp,408,1223,0.025 0.144523 0.025 0.9749925 0.025 0.144523
m622.obj,FloorLamp,1143,2157,0.025 0.099219 0.025 0.975 0.025 0.1974004
m623.obj,FloorLamp,2865,8008,0.025 0.284805 0.025 0.975 0.025 0.249998
m624.obj,FloorLamp,2153,6303,0.025 0.171154 0.025 0.975 0.025 0.368539
D00050.obj,Glasses,1664,3781,-0.731417 0.570185 -0.34971714 0.931312 -0.156199 0.169875
D00201.obj,Glasses,1014,2324,-0.487773 0.639588 -0.498747 0.555236 -0.21304086 0.21430199
D00225.obj,Glasses,2791,5215,-0.541097 0.6805574 -0.533612 0.6235 -0.174802 0.1320766
D00432.obj,Glasses,1317,4004,-0.820419 0.744221 -1.05912 0.4478348 -0.1811707 0.0898653
D00475.obj,Glasses,1943,4600,-0.7922873 0.3104712 -0.587238 0.393097 -0.1089283 0.2555141
D00507.obj,Glasses,1659,3721,-0.72408 0.574905 -0.34136838 0.932688 -0.158881 0.166407
D00560.obj,Glasses,4232,8368,-0.612564 0.628517 -0.450059 0.642733 -0.197618 0.102281
D00575.obj,Glasses,1075,2834,-0.72214377 0.44427174 -0.39415467 0.8919812 -0.1027545 0.122102395
D00630.obj,Glasses,2863,6041,-0.6628035 0.4219938 -0.7742031 0.2822974 -0.2361237 0.1421035
D00640.obj,Glasses,546,1334,-0.8770145 0.41895062 -0.45442814 0.850503 -0.08359037 0.13244371
D00656.obj,Glasses,1524,2850,-0.6881941 0.71929 -0.563963 0.838516 -0.17177 0.1871811
D00660.obj,Glasses,579,1424,-0.686586 0.69791 -0.486169 0.9026382 -0.117187 0.10974836
D00717.obj,Glasses,2640,11884,-0.7117715 0.5131126 -0.358598 0.837363 -0.2332775 0.1859744
D00730.obj,Glasses,1392,5128,-0.483262 0.648804 -0.868901 0.380136 -0.1276439 0.09945
D00813.obj,Glasses,1502,4012,-0.5929106 0.6507285 -0.4257368 0.640606 -0.2097033 0.23731
D00816.obj,Glasses,507,1416,-0.73942894 0.54362077 -0.9507484 0.33233863 -0.12322261 0.08795294
D00877.obj,Glasses,1031,3108,-0.7993404 0.607667 -0.65691 0.660164 -0.2626595 0.1423816
D00883.obj,Glasses,838,2643,-0.8533627 0.503224 -0.29359 1.0682044 -0.0558488 0.1528815
D00937.obj,Glasses,1497,5070,-0.525878 0.7787408 -0.3813849 0.8928683 -0.143713 0.109602
D00994.obj,Glasses,1189,4174,-0.737751 0.3084042 -0.996489 0.253962 -0.1224594 0.1376264
D00023.obj,Guitar,3658,7013,-0.796232 0.751486 -0.262497 0.27479 -0.054427 0.109924
D00041.obj,Guitar,919,1793,-0.954499 0.46446574 -0.18058734 0.20016159 -0.039129812 0.027333187
D00076.obj,Guitar,580,1062,-0.750277 0.804974 -0.267778 0.303992 -0.03338794 0.055803537
D00097.obj,Guitar,3675,9452,-0.736789 0.808166 -0.21092 0.246712 -0.120674 0.02709
D00124.obj,Guitar,1228,2937,-0.662394 0.834363 -0.218193 0.256949 -0.046556 0.052156
D00222.obj,Guitar,4032,10222,-0.8020529 1.0016352 -0.325662 0.298917 -0.122863 0.0906801
D00232.obj,Guitar,989,2053,-0.669757 0.860566 -0.33698 0.302068 -0.05468804 0.112353
D00335.obj,Guitar,1858,5870,-0.7423433 0.77563596 -0.28574774 0.24663475 -0.0620651 0.1296055
D00374.obj,Guitar,2839,4535,-1.04142 0.4621483 -0.226905 0.207119 -0.0847092 0.0751961
D00414.obj,Guitar,3919,9087,-0.861591 0.7770315 -0.187211 0.326456 -0.151303 0.0971495
D00416.obj,Guitar,1238,2582,-0.872283 0.5875158 -0.288835 0.2832 -0.093521 0.055114333
D00461.obj,Guitar,680,1303,-0.787248 0.8791 -0.239581 0.270428 -0.047404125 0.063817814
D00464.obj,Guitar,2187,4936,-0.844414 0.6985926 -0.2400167 0.411624 -0.140326 0.1108053
D00494.obj,Guitar,1295,2746,-0.8267717 0.6408237 -0.17548604 0.2038355 -0.069608 0.06307006
D00534.obj,Guitar,4097,13136,-0.7169919 0.720691 -0.239725 0.227699 -0.0805527 0.076637
D00549.obj,Guitar,876,1685,-0.663169 0.856067 -0.278976 0.145906 -0.021005666 0.060895
D00645.obj,Guitar,4201,14878,-1.0442529 0.4314295 -0.213903 0.3153697 -0.0727605 0.0611165
D00655.obj,Guitar,463,1074,-0.774865 0.791881 -0.305031 0.30967107 -0.015819699 0.029011
D00844.obj,Guitar,1163,2374,-0.878815 0.72569716 -0.3136119 0.30586 -0.13273226 0.21402518
D00849.obj,Guitar,1279,2964,-0.67510366 0.86090845 -0.286515 0.219462 -0.057866577 0.123724
D00103.obj,Gun,2995,7960,-0.795672 0.776594 -0.453606 0.4365283 -0.0963325 0.151426
D00137.obj,Gun,1560,3350,-1.04743 0.796371 -0.362179 0.4059625 -0.112803 0.104621
D00140.obj,Gun,1501,3282,-1.01718 0.834684 -0.32942638 0.33998 -0.126773 0.108157
D00153.obj,Gun,3774,10760,-0.7744356 0.9686273 -0.435366 0.412921 -0.109726 0.103612
D00161.obj,Gun,3639,8902,-0.79135 1.02624 -0.4528553 0.546079 -0.153678 0.10179
D00204.obj,Gun,2037,3903,-0.781536 1.0094 -0.608466 0.451569 -0.128401 0.1462295
D00207.obj,Gun,2422,5748,-0.4822135 1.0129 -0.4434139 0.359644 -0.15099867 0.10421094
D00209.obj,Gun,1227,2583,-1.01113 0.6815471 -0.578126 0.35909 -0.16825822 0.179591
D00239.obj,Gun,1484,4798,-0.645559 1.01275 -0.260866 0.221899 -0.0566061 0.065709
D00244.obj,Gun,3309,8083,-0.755681 1.05437 -0.426545 0.624702 -0.166549 0.122758
D00282.obj,Gun,3856,7582,-1.08173 0.778063 -0.268859 0.456446 -0.131851 0.167787
D00368.obj,Gun,1341,2952,-0.896468 1.00275 -0.548704 0.480884 -0.14299697 0.157207
D00425.obj,Gun,1783,4013,-0.8166742 0.9489193 -0.405542 0.486052 -0.07611 0.10658231
D00477.obj,Gun,1314,3574,-0.88917 0.96702 -0.142298 0.25725 -0.0692101 0.0401079
D00606.obj,Gun,3891,11514,-0.745833 1.13767 -0.401651 0.7031531 -0.2221553 0.1216083
D00802.obj,Gun,4125,12657,-0.541029 1.0134 -0.3142347 0.2946238 -0.088182 0.0643135
D00819.obj,Gun,2009,4618,-0.754944 0.99716765 -0.5854447 0.30690947 -0.13255638 0.13669536
D00826.obj,Gun,1842,4201,-0.84253675 0.97624403 -0.29761186 0.2798241 -0.119141 0.120482
D00929.obj,Gun,3908,9560,-0.822144 1.02365 -0.551779 0.602666 -0.112555 0.0700482
D00972.obj,Gun,2468,5397,-1.233786 0.63358825 -0.40558636 0.5711021 -0.15608509 0.18055648
m648.obj,Gun,1213,3558,0.025 0.975 0.025 0.613562 0.025 0.128121
m649.obj,Gun,2759,7864,0.0217313 0.975 0.025 0.68525 0.0283148 0.1354451
m650.obj,Gun,3956,8803,0.025 0.975 0.025 0.660075 0.025 0.158238
m651.obj,Gun,3276,8083,0.025 0.268671 0.025 0.639117 0.025 0.975
m652.obj,Gun,2348,4106,0.025 0.194431 0.025 0.704267 0.025012 0.975
m653.obj,Gun,1544,4282,0.0250028 0.975 0.025 0.466906 0.025 0.16723
m654.obj,Gun,3737,9221,0.025 0.975 0.025 0.555676 0.025 0.114499
m655.obj,Gun,4207,11556,0.025 0.148819 0.025 0.5675891 0.025 0.975
m656.obj,Gun,2534,5870,0.024999656 0.16808254 0.024998808 0.5756615 0.02451917 0.975033
m657.obj,Gun,3180,6580,0.025 0.230622 0.025099738 0.7468303 0.025029803 0.9763899
m658.obj,Gun,3399,8090,0.025 0.189951 0.025 0.617093 0.025 0.9749981
m659.obj,Gun,3151,6771,0.025 0.9739332 0.025 0.497961 0.0266056 0.1636728
m660.obj,Gun,1705,1997,0.0250298 0.1536146 0.0346457 0.5164146 0.025 0.975
m661.obj,Gun,4209,10232,0.025 0.975 0.025 0.151189 0.025 0.54785
m662.obj,Gun,2732,7368,0.025 0.975 0.0249954 0.156909 0.025 0.9560093
m663.obj,Gun,3114,8053,0.025 0.9749958 0.025 0.1395908 0.025 0.558544
m664.obj,Gun,1280,2700,0.025 0.9749775 0.025 0.7211805 0.025 0.199559
m665.obj,Gun,3679,8677,0.025 0.184942 0.025 0.685913 0.025 0.975
m666.obj,Gun,2109,4950,0.025 0.975 0.025 0.69368935 0.025 0.267973
m667.obj,Gun,3778,11120,0.0253373 0.1152418 0.025 0.421568 0.025 0.975
m668.obj,Gun,1282,3579,0.025 0.095224 0.025 0.307539 0.025 0.974983
m669.obj,Gun,726,2001,0.0253957 0.10005 0.025 0.1648276 0.025 0.975
m670.obj,Gun,858,2702,0.025 0.975 0.025 0.336501 0.025 0.071794
m671.obj,Gun,925,2784,0.025 0.075425 0.025117 0.237805 0.025 0.975
m672.obj,Gun,2417,4484,0.025 0.0686669 0.025 0.238619 0.0296013 0.975
m674.obj,Gun,1155,2442,0.025105305 0.071674384 0.025 0.254259 0.02500351 0.975
m675.obj,Gun,2434,4586,0.025 0.975 0.030056 0.274906 0.025 0.114237
m676.obj,Gun,3737,14207,0.025 0.1875228 0.0251066 0.269859 0.025 0.975
m677.obj,Gun,984,2908,0.025 0.975 0.025 0.147214 0.0253277 0.0599387
m678.obj,Gun,849,2176,0.0250016 0.0662404 0.025 0.2120355 0.025 0.975
m679.obj,Gun,1419,3678,0.0250491 0.0780868 0.025 0.2430193 0.025 0.975
m680.obj,Gun,738,2624,0.0256341 0.0602325 0.0252954 0.1173502 0.025 0.9749838
m681.obj,Gun,2309,5185,0.025 0.9718753 0.025 0.0864985 0.0297187 0.284788
m682.obj,Gun,3142,8494,0.025 0.9749707 0.025 0.0904591 0.0309997 0.299665
m683.obj,Gun,2092,4969,0.025 0.190799 0.025 0.093371 0.0288685 0.9745072
m684.obj,Gun,729,1747,0.025 0.9752809 0.025 0.5207911 0.025691824 0.330532
m685.obj,Gun,2877,7908,0.025 0.1882686 0.0250001 0.337259 0.0250023 0.9756147
m686.obj,Gun,2921,9431,0.0250053 0.975 0.0250036 0.1083616 0.025 0.2564823
D01006.obj,Hand,3752,7605,0.024360145 0.57629275 0.025 0.975 0.025 0.67506
D01020.obj,Hand,3656,7308,-0.391645 0.32471848 -0.7163664 0.9786286 -0.32165664 0.4234765
D01022.obj,Hand,3181,7410,0.135595 0.975 0.025 0.39912 0.025 0.4889885
D01024.obj,Hand,2996,7904,0.0249773 0.7957436 0.025 0.975 0.025 0.40055
D01041.obj,Hand,3553,7880,0.0271119 0.465624 0.025 0.975 0.025 0.533065
D01060.obj,Hand,3500,7777,0.025 0.426691 0.0273165 0.975 0.025 0.525357
D01074.obj,Hand,3689,8043,0.025 0.384709 0.025 0.975 0.0248984 0.563866
D01093.obj,Hand,3586,7168,-0.438509 0.35791704 -0.7633744 0.989234 -0.28238273 0.378968
D01097.obj,Hand,3953,7902,0.025 0.87866 0.025 0.974903 0.025051765 0.354297
D01106.obj,Hand,2810,5820,0.0250854 0.1872742 0.0250479 0.1348442 0.025 0.9685116
D01117.obj,Hand,3648,7292,0.024943339 0.9749986 0.025 0.850934 0.025 0.263156
D01118.obj,Hand,3747,8094,0.025 0.5722312 0.025 0.346703 0.025 0.975
D01153.obj,Hand,3290,6618,0.02485169 0.3547726 0.024955122 0.29359746 0.024999995 0.9751423
D01162.obj,Hand,3985,8099,0.025 0.858363 0.025 0.783293 0.025 0.975
D01170.obj,Hand,3746,8094,0.025 0.489372 0.025 0.367234 0.025 0.975
