name,class,compactnessObj,rectangularityObj,convexityObj
D01130_normalized.obj,Chess,0.3363,0.17443,0.37879
D01138_normalized.obj,Chess,0.46737,0.25487,0.53345
D01145_normalized.obj,Chess,0.45535,0.24713,0.38962
D01171_normalized.obj,Chess,0.36764,0.23224,0.49542
D01186_normalized.obj,Chess,0.47298,0.31192,0.59288
D01188_normalized.obj,Chess,0.33083,0.19605,0.39375
m1589_normalized.obj,Chess,0.03941,0.04347,0.14931
m1591_normalized.obj,Chess,0.0473,0.14865,0.20397
m1593_normalized.obj,Chess,0.05042,0.1547,0.24408
m1595_normalized.obj,Chess,0.0402,0.07344,0.23517
m1596_normalized.obj,Chess,0.03146,0.21469,0.33428
m1598_normalized.obj,Chess,0.34119,0.15506,0.40057
m1599_normalized.obj,Chess,0.42924,0.18046,0.4932
m1600_normalized.obj,Chess,0.46737,0.25576,0.53345
m1601_normalized.obj,Chess,0.33702,0.21183,0.49142
m1602_normalized.obj,Chess,0.28143,0.15682,0.33972
m1603_normalized.obj,Chess,0.46081,0.24955,0.48202
m1604_normalized.obj,Chess,0.47029,0.29091,0.64653
m1605_normalized.obj,Chess,0.09006,0.03579,0.0846
m1606_normalized.obj,Chess,0.41079,0.19342,0.50603
m1607_normalized.obj,Chess,0.14553,0.08788,0.18305
m1608_normalized.obj,Chess,0.33083,0.1972,0.39375
m1609_normalized.obj,Chess,0.47298,0.30308,0.59288
m1610_normalized.obj,Chess,0.36768,0.23199,0.49545
m1611_normalized.obj,Chess,0.51742,0.28143,0.52878
m1612_normalized.obj,Chess,0.33634,0.17811,0.37884
m1613_normalized.obj,Chess,0.48084,0.23274,0.55742
m1614_normalized.obj,Chess,0.45535,0.24282,0.38963
D01001_normalized.obj,City,0.05419,0.07744,0.2151
D01007_normalized.obj,City,0.17303,0.10328,0.54927
D01010_normalized.obj,City,0.18555,0.10808,0.32328
D01018_normalized.obj,City,0.0332,0.04993,0.17942
D01039_normalized.obj,City,0.0171,0.0261,0.08225
D01056_normalized.obj,City,0.09254,0.04249,0.12367
D01066_normalized.obj,City,0.02213,0.05161,0.14102
D01068_normalized.obj,City,0.05835,0.07247,0.1539
D01079_normalized.obj,City,0.00908,0.03009,0.06829
D01090_normalized.obj,City,0.02118,0.07098,0.23034
D01091_normalized.obj,City,0.02121,0.02378,0.06314
D01092_normalized.obj,City,0.0836,0.04463,0.15216
D01101_normalized.obj,City,0.00713,0.00432,0.01108
D01103_normalized.obj,City,0.20673,0.09076,0.22036
D01124_normalized.obj,City,0.08853,0.06019,0.11423
D01133_normalized.obj,City,0.00822,0.00635,0.02215
D01173_normalized.obj,City,0.00758,0.01253,0.04324
D01181_normalized.obj,City,0.03502,0.05498,0.13464
D01192_normalized.obj,City,0.06194,0.08304,0.20377
D01195_normalized.obj,City,0.05997,0.03713,0.1119
m1652_normalized.obj,City,0.20293,0.08947,0.2161
m1654_normalized.obj,City,0.06045,0.07396,0.15904
m1659_normalized.obj,City,0.0101,0.00745,0.02617
m1660_normalized.obj,City,0.0082,0.01349,0.04686
m1661_normalized.obj,City,0.0171,0.02611,0.08226
m1662_normalized.obj,City,0.00896,0.03005,0.06747
m1664_normalized.obj,City,0.18631,0.10774,0.3241
D00005_normalized.obj,ClassicPiano,0.48583,0.04205,0.08815
D00009_normalized.obj,ClassicPiano,0.1545,0.04064,0.11025
D00034_normalized.obj,ClassicPiano,0.72424,0.07529,0.18003
D00092_normalized.obj,ClassicPiano,0.05468,0.05835,0.11829
D00120_normalized.obj,ClassicPiano,0.13361,0.00551,0.01742
D00190_normalized.obj,ClassicPiano,0.12445,0.02517,0.06954
D00233_normalized.obj,ClassicPiano,0.09281,0.1217,0.28363
D00254_normalized.obj,ClassicPiano,0.35098,0.01542,0.03544
D00279_normalized.obj,ClassicPiano,0.10664,0.04688,0.11206
D00305_normalized.obj,ClassicPiano,0.18707,0.06606,0.14958
D00314_normalized.obj,ClassicPiano,0.13986,0.05601,0.16409
D00561_normalized.obj,ClassicPiano,0.05756,0.02312,0.05729
D00579_normalized.obj,ClassicPiano,0.00757,0.01242,0.0293
D00605_normalized.obj,ClassicPiano,0.0007,0.00027,0.0007
D00784_normalized.obj,ClassicPiano,0.03509,0.01138,0.02783
D00789_normalized.obj,ClassicPiano,0.02329,0.02498,0.06171
D00811_normalized.obj,ClassicPiano,0.2279,0.01947,0.05477
D00845_normalized.obj,ClassicPiano,0.11094,0.00902,0.02443
D00967_normalized.obj,ClassicPiano,0.13347,0.09241,0.24358
D00983_normalized.obj,ClassicPiano,1.27836,0.03455,0.08152
D01002_normalized.obj,Computer,0.11154,0.10236,0.22422
D01023_normalized.obj,Computer,0.26991,0.26845,0.50914
D01026_normalized.obj,Computer,0.23904,0.15516,0.44685
D01028_normalized.obj,Computer,0.30978,0.16214,0.45498
D01033_normalized.obj,Computer,0.17383,0.15305,0.508
D01037_normalized.obj,Computer,0.1732,0.15945,0.34105
D01067_normalized.obj,Computer,0.2019,0.13147,0.45171
D01070_normalized.obj,Computer,0.19118,0.38843,0.64294
D01071_normalized.obj,Computer,0.1429,0.0613,0.1464
D01072_normalized.obj,Computer,0.28741,0.16485,0.46919
D01073_normalized.obj,Computer,0.42345,0.2249,0.77238
D01082_normalized.obj,Computer,0.26891,0.27314,0.92682
D01085_normalized.obj,Computer,0.11669,0.13757,0.28195
D01098_normalized.obj,Computer,0.24304,0.24208,0.4595
D01100_normalized.obj,Computer,0.17344,0.15346,0.50686
D01102_normalized.obj,Computer,0.01467,0.01713,0.03159
D01115_normalized.obj,Computer,0.17002,0.14557,0.43639
D01128_normalized.obj,Computer,0.12246,0.21009,0.58315
D01164_normalized.obj,Computer,0.13419,0.16457,0.40487
D01185_normalized.obj,Computer,0.06537,0.03032,0.08732
m1764_normalized.obj,Computer,0.24311,0.23769,0.45971
m1765_normalized.obj,Computer,0.01671,0.02011,0.03599
m1766_normalized.obj,Computer,0.1429,0.0613,0.1464
m1767_normalized.obj,Computer,0.11154,0.10236,0.22422
m1769_normalized.obj,Computer,0.11323,0.12691,0.27359
m1770_normalized.obj,Computer,0.17376,0.15327,0.50781
m1772_normalized.obj,Computer,0.12243,0.20774,0.58314
m1773_normalized.obj,Computer,0.30455,0.15958,0.4486
m1774_normalized.obj,Computer,0.17466,0.10912,0.34293
m1775_normalized.obj,Computer,0.23904,0.15542,0.44685
m1776_normalized.obj,Computer,0.06915,0.03254,0.09237
m1777_normalized.obj,Computer,0.28743,0.16652,0.46922
m1778_normalized.obj,Computer,0.2019,0.13128,0.45171
D00116_normalized.obj,ComputerKeyboard,0.03055,0.15805,0.18826
D00127_normalized.obj,ComputerKeyboard,0.00644,0.00898,0.01126
D00197_normalized.obj,ComputerKeyboard,0.12003,0.14528,0.18941
D00278_normalized.obj,ComputerKeyboard,0.07642,0.27679,0.33122
D00360_normalized.obj,ComputerKeyboard,0.01736,0.05947,0.09026
D00382_normalized.obj,ComputerKeyboard,0.11099,0.1627,0.22935
D00420_normalized.obj,ComputerKeyboard,0.04884,0.06739,0.1224
D00493_normalized.obj,ComputerKeyboard,0.01323,0.01167,0.02174
D00525_normalized.obj,ComputerKeyboard,0.00869,0.04655,0.07211
D00569_normalized.obj,ComputerKeyboard,0.01439,0.00244,0.00351
D00597_normalized.obj,ComputerKeyboard,0.0449,0.05685,0.09211
D00600_normalized.obj,ComputerKeyboard,0.16,0.04451,0.06249
D00627_normalized.obj,ComputerKeyboard,0.07025,0.09485,0.14915
D00654_normalized.obj,ComputerKeyboard,0.10945,0.06136,0.08616
D00673_normalized.obj,ComputerKeyboard,0.00758,0.01297,0.01943
D00676_normalized.obj,ComputerKeyboard,0.08676,0.19496,0.28065
D00692_normalized.obj,ComputerKeyboard,0.04012,1.26764,1.75945
D00805_normalized.obj,ComputerKeyboard,0.02247,0.0587,0.09664
D00905_normalized.obj,ComputerKeyboard,1.23513,0.42466,0.49606
D00990_normalized.obj,ComputerKeyboard,0.01136,0.00463,0.00823
D00035_normalized.obj,Cup,0.13741,0.0025,0.00708
D00067_normalized.obj,Cup,0.073,0.06857,0.1053
D00174_normalized.obj,Cup,0.09151,0.05942,0.09877
D00206_normalized.obj,Cup,0.09429,0.04542,0.08656
D00214_normalized.obj,Cup,0.04541,0.04535,0.06997
D00270_normalized.obj,Cup,0.0901,0.09325,0.14011
D00328_normalized.obj,Cup,0.11684,0.12169,0.18045
D00355_normalized.obj,Cup,0.06914,0.06248,0.08246
D00363_normalized.obj,Cup,0.0766,0.0379,0.06418
D00457_normalized.obj,Cup,0.06246,0.05702,0.09289
D00463_normalized.obj,Cup,0.04341,0.04601,0.0723
D00519_normalized.obj,Cup,0.01678,0.00645,0.01269
D00550_normalized.obj,Cup,0.40129,0.29794,0.43817
D00587_normalized.obj,Cup,0.07499,0.07169,0.10124
D00638_normalized.obj,Cup,0.11845,0.07208,0.13609
D00642_normalized.obj,Cup,0.1353,0.14586,0.26511
D00738_normalized.obj,Cup,1.31154,0.45047,0.62399
D00843_normalized.obj,Cup,0.12805,0.15526,0.2112
D00874_normalized.obj,Cup,0.08461,0.04218,0.0826
D00882_normalized.obj,Cup,0.14352,0.13007,0.18452
m494_normalized.obj,Cup,0.04726,0.04164,0.05635
m495_normalized.obj,Cup,0.09743,0.04574,0.07845
m496_normalized.obj,Cup,0.16317,0.16608,0.22368
m497_normalized.obj,Cup,0.2563,0.19516,0.25174
m498_normalized.obj,Cup,0.77384,0.25358,0.41275
m499_normalized.obj,Cup,0.06792,0.02837,0.05843
m500_normalized.obj,Cup,0.55848,0.32216,0.63782
m501_normalized.obj,Cup,0.07595,0.06873,0.09641
m502_normalized.obj,Cup,0.15518,0.15369,0.2336
m526_normalized.obj,Cup,0.73699,0.40816,0.74261
D00048_normalized.obj,DeskLamp,0.75018,0.27411,0.62578
D00090_normalized.obj,DeskLamp,0.47672,0.1266,0.29638
D00147_normalized.obj,DeskLamp,0.07185,0.00821,0.02021
D00257_normalized.obj,DeskLamp,0.13845,0.06017,0.12032
D00268_normalized.obj,DeskLamp,0.81338,0.05175,0.13886
D00330_normalized.obj,DeskLamp,0.14324,0.01274,0.02811
D00378_normalized.obj,DeskLamp,0.39712,0.1099,0.21584
D00435_normalized.obj,DeskLamp,0.18389,0.06689,0.16813
D00455_normalized.obj,DeskLamp,0.04984,0.0082,0.02121
D00531_normalized.obj,DeskLamp,0.23363,0.04953,0.1451
D00547_normalized.obj,DeskLamp,0.08647,0.04369,0.08317
D00686_normalized.obj,DeskLamp,0.64066,0.08834,0.21501
D00693_normalized.obj,DeskLamp,0.08379,0.036,0.05811
D00698_normalized.obj,DeskLamp,0.19292,0.05596,0.10528
D00715_normalized.obj,DeskLamp,0.07703,0.02339,0.05479
D00744_normalized.obj,DeskLamp,0.75095,0.07833,0.17248
D00759_normalized.obj,DeskLamp,0.42003,0.22984,0.41484
D00776_normalized.obj,DeskLamp,0.16206,0.04834,0.1038
D00797_normalized.obj,DeskLamp,0.06566,0.02983,0.07194
D00912_normalized.obj,DeskLamp,0.46983,0.06394,0.15756
m603_normalized.obj,DeskLamp,0.18474,0.05962,0.16671
m604_normalized.obj,DeskLamp,0.09767,0.01949,0.03465
m605_normalized.obj,DeskLamp,0.26777,0.05259,0.10044
m606_normalized.obj,DeskLamp,0.20516,0.05653,0.11277
m608_normalized.obj,DeskLamp,0.564,0.25305,0.41874
m609_normalized.obj,DeskLamp,0.31378,0.05287,0.13507
m611_normalized.obj,DeskLamp,0.14456,0.01307,0.03643
m613_normalized.obj,DeskLamp,0.2545,0.02632,0.06433
m614_normalized.obj,DeskLamp,0.1704,0.04191,0.08405
m615_normalized.obj,DeskLamp,0.07596,0.0285,0.07089
m616_normalized.obj,DeskLamp,0.06604,0.02997,0.07238
D00118_normalized.obj,DeskPhone,0.30446,0.41897,0.83565
D00135_normalized.obj,DeskPhone,0.41717,0.215,0.74186
D00154_normalized.obj,DeskPhone,0.22304,0.41,0.86719
D00220_normalized.obj,DeskPhone,0.21927,0.21361,0.53441
D00316_normalized.obj,DeskPhone,0.19055,0.24468,0.76665
D00318_normalized.obj,DeskPhone,0.28361,0.11453,0.39449
D00403_normalized.obj,DeskPhone,0.1129,0.09079,0.26997
D00486_normalized.obj,DeskPhone,0.23729,0.33185,0.68766
D00511_normalized.obj,DeskPhone,0.19843,0.2082,0.45495
D00556_normalized.obj,DeskPhone,0.22745,0.36613,0.78278
D00576_normalized.obj,DeskPhone,0.09998,0.16894,0.53906
D00680_normalized.obj,DeskPhone,0.27103,0.67074,0.89026
D00706_normalized.obj,DeskPhone,0.19649,0.54769,0.84636
D00773_normalized.obj,DeskPhone,0.11222,0.1105,0.32729
D00829_normalized.obj,DeskPhone,0.11648,0.1511,0.5002
D00894_normalized.obj,DeskPhone,0.19625,0.13697,0.42568
D00897_normalized.obj,DeskPhone,0.18154,0.21868,0.5602
D00899_normalized.obj,DeskPhone,0.19014,0.1924,0.49445
D00957_normalized.obj,DeskPhone,0.07473,0.20982,0.60455
D00958_normalized.obj,DeskPhone,0.25524,0.47438,0.82158
D01005_normalized.obj,Door,0.03105,0.19643,0.22591
D01029_normalized.obj,Door,0.13142,0.04104,0.11473
D01052_normalized.obj,Door,0.2283,1.03467,1.34443
D01058_normalized.obj,Door,0.04227,0.15367,0.19874
D01062_normalized.obj,Door,0.04278,0.1513,0.28547
D01076_normalized.obj,Door,0.04891,0.35653,0.63738
D01104_normalized.obj,Door,0.03402,0.29386,0.54264
D01114_normalized.obj,Door,0.11545,0.17048,0.42272
D01121_normalized.obj,Door,7e-05,0.00137,0.00143
D01129_normalized.obj,Door,0.0005,0.00212,0.00436
D01136_normalized.obj,Door,0.14295,0.25445,0.50138
D01139_normalized.obj,Door,0.00563,0.00888,0.03365
D01141_normalized.obj,Door,0.05891,0.27242,0.49482
D01143_normalized.obj,Door,0.04414,0.16866,0.29582
D01144_normalized.obj,Door,0.05717,0.22705,0.32608
D01155_normalized.obj,Door,0.04176,0.04102,0.1008
D01158_normalized.obj,Door,0.13582,0.18378,0.34803
D01167_normalized.obj,Door,0.03933,0.1942,0.30654
D01177_normalized.obj,Door,0.07125,0.23258,0.30903
D01194_normalized.obj,Door,6e-05,0.00077,0.0013
m1707_normalized.obj,Door,0.13143,0.04115,0.11474
m1708_normalized.obj,Door,0.00012,0.00242,0.00253
m1710_normalized.obj,Door,0.03366,0.07633,0.18565
m1711_normalized.obj,Door,0.05693,0.22363,0.32473
m1712_normalized.obj,Door,0.04891,0.35653,0.63738
m1713_normalized.obj,Door,0.03105,0.20008,0.22762
m1714_normalized.obj,Door,0.03402,0.29247,0.54265
m1715_normalized.obj,Door,0.22825,1.03861,1.34412
m1716_normalized.obj,Door,0.05891,0.27243,0.49482
m1717_normalized.obj,Door,0.04228,0.15221,0.19879
m1718_normalized.obj,Door,0.0005,0.00212,0.00436
m1720_normalized.obj,Door,0.14294,0.2604,0.50135
m1721_normalized.obj,Door,0.13582,0.18407,0.34803
m1722_normalized.obj,Door,0.11545,0.17357,0.42272
m1723_normalized.obj,Door,0.04293,0.15454,0.28646
m1724_normalized.obj,Door,0.04008,0.20347,0.31234
m1725_normalized.obj,Door,0.03614,0.01891,0.0984
m1726_normalized.obj,Door,0.03142,0.03666,0.07586
m1727_normalized.obj,Door,0.03934,0.13573,0.31948
m1728_normalized.obj,Door,0.11702,0.34959,0.54741
m1729_normalized.obj,Door,0.01527,0.03946,0.08758
m1730_normalized.obj,Door,0.01527,0.03946,0.08758
m1731_normalized.obj,Door,0.04383,0.13206,0.26584
m1732_normalized.obj,Door,0.03584,0.25433,0.34228
D00026_normalized.obj,Drum,0.85539,0.10905,0.20706
D00063_normalized.obj,Drum,4.80228,0.08379,0.17274
D00115_normalized.obj,Drum,0.52152,0.00212,0.00532
D00163_normalized.obj,Drum,1.56202,0.1751,0.31012
D00189_normalized.obj,Drum,0.19904,0.00674,0.01158
D00193_normalized.obj,Drum,0.338,0.1242,0.16121
D00297_normalized.obj,Drum,0.09899,0.02146,0.04331
D00298_normalized.obj,Drum,0.1912,0.01319,0.02218
D00308_normalized.obj,Drum,4.58719,0.05379,0.12286
D00375_normalized.obj,Drum,0.66115,0.14275,0.33838
D00383_normalized.obj,Drum,3.57676,0.10364,0.22938
D00404_normalized.obj,Drum,0.35257,0.03941,0.06226
D00551_normalized.obj,Drum,2.33241,0.15883,0.22972
D00557_normalized.obj,Drum,0.24821,0.02516,0.04775
D00596_normalized.obj,Drum,1.03599,0.02355,0.03785
D00709_normalized.obj,Drum,5.12677,0.00167,0.00401
D00939_normalized.obj,Drum,0.05463,0.05851,0.1218
D00951_normalized.obj,Drum,1.82553,0.13531,0.19575
D00980_normalized.obj,Drum,0.19255,0.20481,0.2694
D00982_normalized.obj,Drum,0.06452,0.03634,0.05376
D00012_normalized.obj,Fish,0.37801,0.11016,0.44409
D00022_normalized.obj,Fish,0.30886,0.10871,0.39046
D00024_normalized.obj,Fish,0.36043,0.12472,0.43982
D00030_normalized.obj,Fish,0.32128,0.13677,0.37145
D00142_normalized.obj,Fish,0.50814,0.0797,0.3722
D00165_normalized.obj,Fish,0.3423,0.11087,0.37786
D00251_normalized.obj,Fish,0.33105,0.13508,0.45761
D00293_normalized.obj,Fish,0.30927,0.10979,0.39738
D00351_normalized.obj,Fish,0.32979,0.07936,0.32829
D00398_normalized.obj,Fish,0.32292,0.13489,0.45048
D00450_normalized.obj,Fish,0.28331,0.09381,0.31844
D00535_normalized.obj,Fish,0.23718,0.06029,0.24855
D00633_normalized.obj,Fish,0.38314,0.11155,0.43723
D00636_normalized.obj,Fish,0.48063,0.10221,0.37872
D00643_normalized.obj,Fish,0.36497,0.08215,0.327
D00682_normalized.obj,Fish,0.28213,0.08885,0.3474
D00748_normalized.obj,Fish,0.52021,0.12541,0.45651
D00763_normalized.obj,Fish,0.26837,0.09711,0.31938
D00850_normalized.obj,Fish,0.34008,0.09818,0.33783
D00950_normalized.obj,Fish,0.58475,0.07361,0.27943
D00028_normalized.obj,FloorLamp,0.58036,0.23649,0.42474
D00093_normalized.obj,FloorLamp,0.35278,0.13722,0.32403
D00186_normalized.obj,FloorLamp,0.04126,0.02983,0.07053
D00211_normalized.obj,FloorLamp,0.10952,0.08933,0.17089
D00228_normalized.obj,FloorLamp,0.07615,0.02443,0.07881
D00388_normalized.obj,FloorLamp,0.07659,0.04496,0.1175
D00400_normalized.obj,FloorLamp,0.00334,0.00127,0.0032
D00408_normalized.obj,FloorLamp,0.05807,0.04759,0.11332
D00447_normalized.obj,FloorLamp,0.09974,0.06319,0.16958
D00495_normalized.obj,FloorLamp,0.17652,0.06191,0.1755
D00563_normalized.obj,FloorLamp,0.13687,0.0803,0.16749
D00580_normalized.obj,FloorLamp,0.00869,0.0,0.0
D00740_normalized.obj,FloorLamp,0.04701,0.02047,0.04606
D00856_normalized.obj,FloorLamp,0.04266,0.02307,0.05973
D00875_normalized.obj,FloorLamp,0.15975,0.15097,0.36695
D00876_normalized.obj,FloorLamp,0.38514,0.16754,0.4193
D00888_normalized.obj,FloorLamp,0.15374,0.12347,0.26589
D00924_normalized.obj,FloorLamp,0.16116,0.20246,0.46253
D00955_normalized.obj,FloorLamp,0.08645,0.04881,0.12482
D00981_normalized.obj,FloorLamp,0.05189,0.02149,0.05442
m617_normalized.obj,FloorLamp,0.25383,0.06901,0.16495
m618_normalized.obj,FloorLamp,0.17609,0.12224,0.19084
m619_normalized.obj,FloorLamp,0.2564,0.09793,0.25692
m620_normalized.obj,FloorLamp,0.02318,0.03799,0.05809
m621_normalized.obj,FloorLamp,0.18225,0.07838,0.14042
m622_normalized.obj,FloorLamp,0.05607,0.01802,0.03169
m623_normalized.obj,FloorLamp,0.29989,0.13601,0.21744
m624_normalized.obj,FloorLamp,0.2218,0.04616,0.12256
D00050_normalized.obj,Glasses,0.09108,0.01204,0.02547
D00201_normalized.obj,Glasses,0.0244,0.00349,0.00565
D00225_normalized.obj,Glasses,0.33349,0.06607,0.13582
D00432_normalized.obj,Glasses,0.06299,0.01144,0.01939
D00475_normalized.obj,Glasses,0.02613,0.00351,0.00431
D00507_normalized.obj,Glasses,0.08595,0.01165,0.02473
D00560_normalized.obj,Glasses,0.11548,0.01426,0.02292
D00575_normalized.obj,Glasses,0.0494,0.0082,0.01204
D00630_normalized.obj,Glasses,0.08927,0.01477,0.02602
D00640_normalized.obj,Glasses,0.04814,0.00492,0.00831
D00656_normalized.obj,Glasses,0.86594,0.17274,0.25016
D00660_normalized.obj,Glasses,0.01447,0.00104,0.0015
D00717_normalized.obj,Glasses,0.03797,0.01647,0.03022
D00730_normalized.obj,Glasses,0.06449,0.00467,0.01022
D00813_normalized.obj,Glasses,0.08315,0.00583,0.00764
D00816_normalized.obj,Glasses,0.0504,0.00551,0.012
D00877_normalized.obj,Glasses,2.21863,0.19562,0.30494
D00883_normalized.obj,Glasses,0.71993,0.05074,0.12254
D00937_normalized.obj,Glasses,0.05004,0.00976,0.02151
D00994_normalized.obj,Glasses,0.00563,0.00081,0.00189
D00023_normalized.obj,Guitar,0.14866,0.1812,0.49114
D00041_normalized.obj,Guitar,0.08043,0.15598,0.31848
D00076_normalized.obj,Guitar,0.21128,0.12119,0.29888
D00097_normalized.obj,Guitar,0.30832,0.32409,0.61568
D00124_normalized.obj,Guitar,0.21067,0.26093,0.52511
D00222_normalized.obj,Guitar,0.34825,0.28691,0.65911
D00232_normalized.obj,Guitar,0.27853,0.27328,0.5819
D00335_normalized.obj,Guitar,0.00071,0.00149,0.00294
D00374_normalized.obj,Guitar,0.15886,0.12328,0.29068
D00414_normalized.obj,Guitar,0.31066,0.20904,0.48257
D00416_normalized.obj,Guitar,0.18608,0.22531,0.55041
D00461_normalized.obj,Guitar,0.1165,0.15476,0.33064
D00464_normalized.obj,Guitar,0.23777,0.17895,0.33384
D00494_normalized.obj,Guitar,0.26317,0.22811,0.49095
D00534_normalized.obj,Guitar,0.03201,0.06997,0.12274
D00549_normalized.obj,Guitar,0.10587,0.2108,0.42308
D00645_normalized.obj,Guitar,0.14356,0.21702,0.55
D00655_normalized.obj,Guitar,0.11641,0.13192,0.26656
D00844_normalized.obj,Guitar,0.31188,0.35797,0.68157
D00849_normalized.obj,Guitar,0.09794,0.15447,0.40465
D00103_normalized.obj,Gun,0.15762,0.32547,0.59692
D00137_normalized.obj,Gun,0.11832,0.25026,0.49922
D00140_normalized.obj,Gun,0.11941,0.19457,0.41886
D00153_normalized.obj,Gun,0.31912,0.19567,0.48863
D00161_normalized.obj,Gun,0.23293,0.20036,0.51616
D00204_normalized.obj,Gun,0.12111,0.23803,0.48145
D00207_normalized.obj,Gun,0.04096,0.15262,0.33605
D00209_normalized.obj,Gun,0.15857,0.26055,0.59515
D00239_normalized.obj,Gun,0.08676,0.08071,0.17972
D00244_normalized.obj,Gun,0.1329,0.34728,0.62481
D00282_normalized.obj,Gun,0.18233,0.18635,0.49036
D00368_normalized.obj,Gun,0.157,0.28426,0.59493
D00425_normalized.obj,Gun,0.09733,0.27598,0.54385
D00477_normalized.obj,Gun,0.18041,0.17649,0.34478
D00606_normalized.obj,Gun,0.1138,0.19841,0.44869
D00802_normalized.obj,Gun,0.17101,0.17589,0.44727
D00819_normalized.obj,Gun,0.01202,0.02759,0.05327
D00826_normalized.obj,Gun,0.02116,0.01882,0.03864
D00929_normalized.obj,Gun,0.17711,0.33403,0.68972
D00972_normalized.obj,Gun,0.10078,0.10867,0.31302
m648_normalized.obj,Gun,0.19891,0.14462,0.34014
m649_normalized.obj,Gun,0.16751,0.28229,0.57507
m650_normalized.obj,Gun,0.02998,0.0621,0.12231
m651_normalized.obj,Gun,0.34281,0.16962,0.34359
m652_normalized.obj,Gun,0.11677,0.23217,0.47586
m653_normalized.obj,Gun,0.12204,0.14486,0.3909
m654_normalized.obj,Gun,0.1868,0.51496,0.96164
m655_normalized.obj,Gun,0.29256,0.18298,0.44797
m656_normalized.obj,Gun,0.04157,0.14923,0.33014
m657_normalized.obj,Gun,0.31041,0.25934,0.56093
m658_normalized.obj,Gun,0.1329,0.34745,0.62481
m659_normalized.obj,Gun,0.20843,0.10707,0.29419
m660_normalized.obj,Gun,0.14163,0.03034,0.08388
m661_normalized.obj,Gun,0.14862,0.37668,0.67673
m662_normalized.obj,Gun,0.14687,0.31697,0.67754
m663_normalized.obj,Gun,0.15519,0.43551,0.78755
m664_normalized.obj,Gun,0.15712,0.2867,0.59494
m665_normalized.obj,Gun,0.32044,0.22961,0.47681
m666_normalized.obj,Gun,0.06083,0.11566,0.30483
m667_normalized.obj,Gun,0.1357,0.10446,0.26569
m668_normalized.obj,Gun,0.05244,0.11985,0.23866
m669_normalized.obj,Gun,0.08538,0.06964,0.23554
m670_normalized.obj,Gun,0.13159,0.12841,0.29871
m671_normalized.obj,Gun,0.14741,0.14931,0.32278
m672_normalized.obj,Gun,0.22436,0.27523,0.48331
m674_normalized.obj,Gun,0.22754,0.25528,0.49943
m675_normalized.obj,Gun,0.22,0.10961,0.27338
m676_normalized.obj,Gun,0.23306,0.10341,0.32257
m677_normalized.obj,Gun,0.10771,0.29967,0.54535
m678_normalized.obj,Gun,0.19986,0.19027,0.3825
m679_normalized.obj,Gun,0.18374,0.18001,0.35079
m680_normalized.obj,Gun,0.09388,0.12525,0.33971
m681_normalized.obj,Gun,0.1404,0.16406,0.36379
m682_normalized.obj,Gun,0.09668,0.14197,0.31486
m683_normalized.obj,Gun,0.16385,0.14645,0.41161
m684_normalized.obj,Gun,0.05755,0.01338,0.05282
m685_normalized.obj,Gun,0.27885,0.29894,0.61098
m686_normalized.obj,Gun,0.05668,0.04978,0.14345
D01006_normalized.obj,Hand,0.41079,0.26929,0.63811
D01020_normalized.obj,Hand,0.29458,0.16761,0.39533
D01022_normalized.obj,Hand,0.1853,0.07972,0.19333
D01024_normalized.obj,Hand,0.30348,0.27291,0.60813
D01041_normalized.obj,Hand,0.3671,0.23904,0.58106
D01060_normalized.obj,Hand,0.36472,0.23785,0.61416
D01074_normalized.obj,Hand,0.37333,0.25497,0.52619
D01093_normalized.obj,Hand,0.28381,0.13826,0.31027
D01097_normalized.obj,Hand,0.38084,0.21998,0.47269
D01106_normalized.obj,Hand,0.11984,0.07737,0.15352
D01117_normalized.obj,Hand,0.41023,0.23941,0.50092
D01118_normalized.obj,Hand,0.36024,0.17462,0.40554
D01153_normalized.obj,Hand,0.3998,0.21462,0.47609
D01162_normalized.obj,Hand,0.63646,0.34795,0.78618
D01170_normalized.obj,Hand,0.3271,0.18287,0.43727
D01172_normalized.obj,Hand,0.22787,0.13636,0.31637
D01193_normalized.obj,Hand,0.40153,0.32331,0.67782
D01197_normalized.obj,Hand,0.29006,0.10617,0.29409
D01198_normalized.obj,Hand,0.37781,0.23228,0.46781
D01200_normalized.obj,Hand,0.29212,0.13018,0.29136
m323_normalized.obj,Hand,0.2272,0.13571,0.31568
m324_normalized.obj,Hand,0.39978,0.21414,0.47595
m325_normalized.obj,Hand,0.36711,0.23896,0.58108
m326_normalized.obj,Hand,0.36472,0.23787,0.61415
m327_normalized.obj,Hand,0.40153,0.32319,0.67782
m328_normalized.obj,Hand,0.41023,0.2394,0.50092
m329_normalized.obj,Hand,0.38084,0.2199,0.47269
m330_normalized.obj,Hand,0.17279,0.07783,0.18728
m331_normalized.obj,Hand,0.37333,0.25646,0.52619
m332_normalized.obj,Hand,0.63646,0.34869,0.78618
m333_normalized.obj,Hand,0.59771,0.31933,0.69439
m334_normalized.obj,Hand,0.30348,0.27381,0.60813
m335_normalized.obj,Hand,0.41079,0.26929,0.63811
m336_normalized.obj,Hand,0.36024,0.17461,0.40554
m337_normalized.obj,Hand,0.37781,0.23228,0.46781
m338_normalized.obj,Hand,0.3271,0.18278,0.43727
m339_normalized.obj,Hand,0.12013,0.07752,0.15389
